RDKIT_SMILES,PC-1,PC-2,PC-3,First_Class,Second_Class
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.9792505328403034,-9.43640606276377,5.183180655338905,Perfluoro PFAA precursors,FASAs
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.185678158877193,-12.629508759777085,6.957809904742185,PFAAs,PFSAs
FC(F)(F)C(F)(F)I,-25.47372615501039,-11.345707759143636,2.2060197632483978,Perfluoro PFAA precursors,PFAIs
FC(F)(Br)C(F)(F)Br,-24.99266218599535,-10.659561794989049,2.6015728017022006,PFAS derivatives,PFAS halogen derivatives
C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,15.99676298399959,1.1225941011001355,-13.743706131467661,Other aliphatics,Others
CN(C)CCCN(CC(O)CS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,24.620122875498566,-2.2215300811852066,-9.888355769698537,Other aliphatics,PASF-based substances
CN(C)CCCN(CC(O)CS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,18.011195834433323,0.12349960170111435,-11.273463796559222,Other aliphatics,PASF-based substances
O=C(O)C(F)(F)F,-26.898075289069773,-6.562414670990955,-2.8743994677747553,PFAAs,PFCAs
O=C(F)C(F)(F)C(F)(F)C(F)(F)F,-18.540204237705545,-10.59451284331598,4.085749731216341,Perfluoro PFAA precursors,PAFs
FC1(F)C(F)(F)C(F)(F)C1(F)F,-17.366230674025545,-13.699024612818917,5.806272203491089,"Non-PFAA perfluoroalkyls, cyclic","PFAs, cyclic"
FC(F)(F)C(F)(F)F,-23.896307272225354,-14.483957140072365,1.1389284223874807,Non-PFAA perfluoroalkyls,PFAs
CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.196393040920213,-4.268648845865694,-4.017929153187737,FASA based PFAA precursors,(N-Alkyl) FASAAs
FC(Cl)C(F)(Cl)C(F)(F)F,-22.74679868671856,-8.587894868418648,0.5579529964159962,Other aliphatics,Others
FC(F)C(F)(Cl)C(F)(F)Cl,-22.550565745254655,-8.654523688302785,0.46145873091450906,PFAS derivatives,PFAS halogen derivatives
FC(F)(F)C(F)(F)C(Cl)Cl,-22.9171766119908,-8.295035169918293,0.48750440623495045,Other aliphatics,Others
FC(Cl)C(F)(F)C(F)(F)Cl,-22.48829344704842,-8.808149939893951,0.45061128984912396,Other aliphatics,Others
FC(F)C(F)(F)C(F)(Cl)Cl,-22.594584390743105,-8.340168410899336,0.36211718320212444,Other aliphatics,Others
COC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,-15.642050289449564,-7.427006501515865,-0.927544435697743,Other aliphatics,Others
CC1(c2ccc(O)cc2)CCc2cc(O)ccc2C1CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F,26.34418769519339,23.860458639387605,-8.44949939848668,Side-chain aromatics,Others
O=S(=O)(O)C(F)(F)F,-25.182634915369647,-7.664864101070936,-3.0124068387385456,PFAAs,PFSAs
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.7230211544739347,-6.204442946280928,-2.9033111427101805,Fluorotelomer PFAA precursors,n:2 FTOHs
O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,-2.784370578678782,-7.220782342977078,4.4419521993909825,Other aliphatics,PASF-based substances
O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,0.9569652365146925,-10.634082140095378,6.2711141954717124,Other aliphatics,Others
COC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,-2.1097554214921934,-4.5488168150922,0.4576401580875596,Other aliphatics,PACF-based substances
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,2.5545092078238176,-13.169565630034091,16.331757421098498,"Non-PFAA perfluoroalkyls, cyclic","PFAs, cyclic"
FC(F)(F)COCC(F)(F)F,-18.321217725354774,-7.717695689726815,-1.9997320684340136,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-9.628866251732726,-15.183852553908457,8.164212783416827,Non-PFAA perfluoroalkyls,PFAs
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,-2.5067781985058963,-13.192330762376551,8.087451607926667,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-12.555816147908015,-16.191973309917916,8.98855957872897,Non-PFAA perfluoroalkyls,PFAs
FCOC(C(F)(F)F)C(F)(F)F,-18.628711565385384,-8.478021495406143,-1.083585754876443,Other aliphatics,Others
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(C1(F)F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,14.847274730464267,-9.776395525648573,18.234605635292464,"Non-PFAA perfluoroalkyls, cyclic","PFAs, cyclic"
NC(=O)c1nc(-c2cccc(-c3cc(F)ccc3OCC(F)(F)C(F)(F)F)c2)n[nH]1,10.067666311032642,43.43974202995787,20.264315014145193,Side-chain aromatics,Others
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.709803287441316,-11.947318570138458,6.314537306814909,PFAAs,PFCAs
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.0563804835012918,-0.6179140612116704,-7.697790397973681,Fluorotelomer PFAA precursors,n:2 FTMACs
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,-4.440758600199903,-7.277152565863316,0.5161658601213094,Fluorotelomer PFAA precursors,n:2 FTIs
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,-8.93972233009086,-12.120622005559554,7.363468904238909,Perfluoro PFAA precursors,PFAIs
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-14.458398871759973,-3.176226386530217,-1.6734643081391405,Fluorotelomer PFAA precursors,n:2 FTOs
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,-11.899500205218658,-4.4520040401538905,-2.2033463281435455,Fluorotelomer PFAA precursors,n:2 FTIs
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,-17.310853423606126,-12.092377659115636,6.442865493762996,Perfluoro PFAA precursors,PFAIs
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,21.206146699427084,28.024431531277312,1.7981992798190989,Side-chain aromatics,Others
CCCCCCCCn1cc[n+](C)c1,-9.40104906776671,19.189554366544453,-4.949211284837052,Not PFAS,Not PFAS by current definition
O=P(O)(OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,20.543448525325275,-9.909693486019503,7.48654457167422,"Other aliphatics, cyclic","Others, cyclic"
O=P(O)(OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)OP(=O)(O)OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,26.367423118637312,-9.600358382028586,6.497404869423961,"Other aliphatics, cyclic","Others, cyclic"
O=P(O)(O)OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-0.5647227504408986,-3.7629153942557734,-1.024412356836625,"Other aliphatics, cyclic","Others, cyclic"
C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,16.170274471924625,-2.433127206282137,-9.41367032407954,Other aliphatics,PASF-based substances
FC(F)=C(F)OC(F)(F)F,-23.147955487236363,-8.679960075243072,3.5342626965074984,Other aliphatics,Others
FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,-13.129747554549281,-10.391117553628836,1.836025090292433,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-4.97667130849486,-15.960172989393781,9.942784831152439,Non-PFAA perfluoroalkyls,PFAs
C=C(C(F)(F)F)C(F)(F)F,-21.313260239902636,-8.19025304460689,1.6186306004976623,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)F,-19.933287721283833,-16.20602470410717,6.100728189900934,Non-PFAA perfluoroalkyls,PFAs
NC(=O)c1nc(-c2ccccc2)n(-c2ccc(Cl)c(COCC(F)(F)C(F)(F)F)c2)n1,10.829058342931896,42.91731509910582,18.14404595219052,Side-chain aromatics,Others
CC(=O)N1C(=O)N(NCc2cccnc2)Cc2cc(C(F)(C(F)(F)F)C(F)(F)F)ccc21,12.901033647807857,35.38323362320676,12.748664826666205,Side-chain aromatics,Others
O=C(O)C(F)(F)C(F)F,-22.455382268825264,-5.1031250919238,-3.0980860951238633,Other aliphatics,PACF-based substances
FC(F)(Cl)C(F)(Cl)C(F)(F)Cl,-20.664854202546408,-11.838262274013648,6.686611283130284,PFAS derivatives,PFAS halogen derivatives
OCC(F)(F)C(F)F,-23.23264227945857,-4.871326243842722,-6.99972009485018,Other aliphatics,Others
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-2.396014176309942,-9.51013320316074,1.3149130177587236,Fluorotelomer PFAA precursors,n:1 FTOHs
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-2.221108916197489,-15.123837956034532,8.761796561796627,Non-PFAA perfluoroalkyls,PFAs
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.501033839413775,-14.068050820974175,8.54341293728476,Perfluoro PFAA precursors,PASFs
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,10.518663155938537,-16.513783423767475,10.267091170524228,Perfluoro PFAA precursors,PFAIs
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,16.516984775669165,-18.263759328880496,11.295011747823612,Perfluoro PFAA precursors,PFAIs
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,6.436249649938063,-11.774092580897767,2.606570258207997,Other aliphatics,Others
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.6149395716498227,-4.0688331402389,-2.5306229557564617,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,-4.500765121573852,-12.719816737284146,7.996379962313101,Perfluoro PFAA precursors,PFAIs
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.652457510647122,-11.500379851735236,6.963065880894094,Perfluoro PFAA precursors,PAFs
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-2.2838428795058863,-11.564264169076884,6.42499957768745,Perfluoro PFAA precursors,PASFs
C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.8184537183975213,1.122167236823004,-5.10516070373557,Other aliphatics,PASF-based substances
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,-7.0083906830648015,-7.8296510317424115,-0.9082237851466712,Other aliphatics,Others
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,-9.316808599352505,-5.448121198089552,1.2178188862016133,Other aliphatics,PACF-based substances
FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,2.9390341276204746,-16.22886151849809,11.092045929135889,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,23.578893800506496,-20.237707418991977,15.977212439405935,Other aliphatics,Others
FC(F)(F)C(F)(F)CI,-23.52206495613884,-7.8517281296343056,-0.9922547065562315,Other aliphatics,Others
NC(=O)C(F)(F)C(F)(F)F,-22.236248094231968,-3.8709947180180886,-1.534382896844865,Other aliphatics,Others
O=S(=O)(F)C(F)(F)C(F)(F)F,-20.969433475074496,-10.80808910503319,1.6801478660632776,Perfluoro PFAA precursors,PASFs
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-8.39641304107352,-12.432992406197943,9.393442232383443,"Non-PFAA perfluoroalkyls, cyclic","PFAs, cyclic"
O=S(=O)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,-8.229246476204924,-9.811078203247476,7.354046584368394,"Perfluoro PFAA precursors, cyclic","PASFs, cyclic"
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-16.92697784331871,-15.423726035512624,6.42274161982267,Non-PFAA perfluoroalkyls,PFAs
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-10.998861909715723,-10.91106143194573,6.138338549151516,Perfluoro PFAA precursors,PAFs
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,22.692037288483004,-19.993675478939902,12.25315296554834,Perfluoro PFAA precursors,PFAIs
OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-14.786288203176225,-6.1638870808105155,-3.1490851621707594,Other aliphatics,Others
FC1(F)C(F)(Cl)C(F)(F)C1(F)Cl,-17.70339134130989,-10.935265391063878,8.507154638689153,"Other aliphatics, cyclic","Others, cyclic"
COC(=O)C(F)(F)C(F)(F)C(F)(F)F,-15.589023661318178,-2.749483477808793,-3.9974071741266877,Other aliphatics,PACF-based substances
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)F,-12.43753431446553,0.1764148417050518,-8.860855359939778,Other aliphatics,PACF-based substances
O=C(OOC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,-8.140676547109669,-7.835324220114456,3.476232390204333,Other aliphatics,PACF-based substances
C=CC(=O)OCC(F)(F)C(F)(F)F,-14.571637351032166,3.3779430739003256,-9.175909172716542,Other aliphatics,Others
FC(=C(F)C(F)(F)F)C(F)(F)F,-19.559490598498716,-11.498107275697063,6.2521125636767145,Non-PFAA perfluoroalkyls,PFAenes
FC(F)(F)C(F)(F)C(F)(F)CI,-19.209948000395215,-7.660094287263312,0.8954708021242552,Other aliphatics,Others
N#CC(F)(F)C(F)(F)C(F)(F)F,-19.93733086901085,-9.075687958523206,3.9578463391845506,Other aliphatics,Others
OCC(F)(F)C(F)(F)C(F)(F)F,-18.44406153031472,-6.014731877443866,-3.5146304972364777,Fluorotelomer PFAA precursors,n:1 FTOHs
O=C(Cl)C(F)(F)C(F)(F)C(F)(F)F,-19.090350520192676,-8.566451379755438,3.9797193826468766,Other aliphatics,Others
O=C(O)C(F)(F)C(F)(F)C(F)(F)F,-17.863044948117697,-6.378184242599652,0.34280243285049367,PFAAs,PFCAs
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-14.69535830236031,-10.82719226171094,5.342430554015867,Perfluoro PFAA precursors,PAFs
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-7.110456467389706,-11.183340884493834,6.628998720216885,Perfluoro PFAA precursors,PAFs
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,-5.459260989277065,-12.910612772749891,7.964033327101479,Other aliphatics,Others
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.810948945996451,-9.810918543118975,4.617981134262671,PFAAs,PFSAs
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,16.730218303709044,-14.704776385720779,8.104684222784304,PFAAs,PFCAs
C=C(C)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,17.639921491192815,-0.9839723850140679,-7.781231625823206,FASA based PFAA precursors,N-Alkyl FASMACs
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.19506019011792206,-9.834150978491218,0.9462224826046151,Other aliphatics,Others
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.2102170196479962,-7.543220499541702,1.6419203089327823,Other aliphatics,PACF-based substances
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC,-2.7322800530697076,-0.8039153875705195,-6.8532687036728746,Other aliphatics,PACF-based substances
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(=O)O,-12.548530455361053,-6.0349245040402115,3.020380608870558,Other aliphatics,PACF-based substances
OCC(F)(F)C(F)(F)C(F)(F)CO,-14.019667508563328,-6.51206562597928,-1.9099825966642154,Other aliphatics,Others
O=C(O)C(F)(F)C(F)(F)C(=O)O,-17.11577734585783,-5.0045282950990115,0.05244551538391776,Other aliphatics,PACF-based substances
CCOC(=O)C(F)(F)C(F)(F)C(=O)OCC,-9.604187474105155,1.5029311233359763,-9.32243396958815,Other aliphatics,PACF-based substances
COC(=O)C(F)(F)C(F)(F)F,-19.779172425646195,-2.426241685021314,-5.325884973019189,Other aliphatics,PACF-based substances
FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,-12.321390936141453,-10.436618569257515,7.652254045631221,"Other aliphatics, cyclic","Others, cyclic"
N#CC(F)(F)C(F)(F)F,-23.756542090558266,-8.755189666726015,1.9076676936975105,Other aliphatics,Others
OCC(F)(F)C(F)(F)F,-22.826863787742745,-6.210143360320481,-5.114410998735309,Fluorotelomer PFAA precursors,n:1 FTOHs
O=C(Cl)C(F)(F)C(F)(F)F,-23.013929849529084,-8.39992592734314,2.395680269293597,Other aliphatics,Others
O=C(F)C(F)(F)C(F)(F)F,-22.202158036440064,-10.34121186669717,1.9413192911508959,Perfluoro PFAA precursors,PAFs
OC(O)C(F)(F)C(F)(F)F,-21.29159891273965,-6.036217740980865,-4.745473643079471,Other aliphatics,Others
O=C(O)C(F)(F)C(F)(F)F,-22.21587828272181,-6.4450862915329035,-0.7777962768196516,PFAAs,PFCAs
FC(F)(F)C(F)(F)C(F)(F)Br,-21.452717180376457,-12.251292581238012,4.716503253483726,Other aliphatics,Others
FC(F)(F)C(F)(F)C(F)(F)Cl,-21.257958816360624,-12.634608325381535,4.308217334516187,Other aliphatics,Others
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-5.532019260227177,-11.306675532145437,6.2778583713059195,Perfluoro PFAA precursors,PASFs
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,4.478979979300632,-14.81090354675437,9.25270067300785,Perfluoro PFAA precursors,PFAIs
C=CC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,15.960129336644725,-1.5056679006292817,-6.702240020262158,FASA based PFAA precursors,N-Alkyl FASACs
C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8.276991258142822,-3.0742314239449717,-1.6273454536274432,Other aliphatics,PASF-based substances
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC,-5.221638039942429,-0.030721769052460275,-6.64234233334742,Other aliphatics,PACF-based substances
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,-10.713044366601213,1.956015312849762,-8.02469618859045,Other aliphatics,Others
CCOC(=O)C(F)(F)C(F)(F)F,-16.657877843532187,0.951967202311004,-10.329066972658369,Other aliphatics,PACF-based substances
